nhiet_do_moi_truong,nhiet_do_quy_trinh,toc_do_quay,momen_xoan,do_mon_dao,loai_san_pham,ca_lam_viec,hong_hoc
299.21,309.6,1776.0,41.23,149.7,M,Chiều,0
301.06,311.88,1748.7,43.61,203.2,L,Đêm,0
300.64,312.14,1514.3,43.14,29.3,H,Chiều,0
302.34,312.43,1422.8,37.03,85.0,M,Đêm,0
298.83,308.44,1643.5,25.27,215.8,L,Đêm,0
298.5,308.45,1412.5,44.99,52.2,L,Sáng,0
306.51,316.93,1563.9,35.44,69.0,H,Sáng,0
300.25,310.62,1574.2,35.42,71.0,H,Sáng,0
298.58,308.93,1754.1,34.6,174.4,L,Sáng,0
296.71,305.72,1461.5,52.07,123.4,L,Chiều,0
298.45,308.25,1391.9,35.7,148.3,L,Chiều,0
300.76,311.33,1637.7,48.1,92.8,M,Sáng,0
301.62,312.55,1590.4,34.38,53.1,M,Chiều,1
299.98,309.74,1519.5,31.25,100.2,H,Đêm,0
302.14,313.51,1835.5,36.39,127.5,L,Chiều,0
300.6,311.29,1518.3,33.38,128.8,L,Sáng,0
299.8,309.69,1506.1,34.81,220.4,M,Sáng,0
301.07,310.42,1588.1,29.3,127.9,L,Sáng,0
299.25,310.0,1561.8,40.95,87.9,L,Sáng,0
299.8,309.52,1772.4,53.9,74.1,M,Đêm,0
296.57,309.74,1475.5,39.79,133.5,L,Chiều,0
299.01,309.51,1806.8,58.34,197.9,L,Sáng,0
299.98,311.61,1857.9,44.13,219.5,L,Đêm,0
296.32,307.59,1530.8,35.14,159.7,H,Sáng,0
300.4,309.03,1944.8,35.97,196.0,L,Sáng,0
296.37,304.92,1695.9,48.82,18.9,L,Chiều,0
300.02,310.98,1718.3,36.34,224.3,L,Chiều,0
300.42,311.78,1543.0,23.18,189.8,M,Chiều,0
298.65,308.66,1731.8,39.13,125.6,L,Sáng,0
300.5,311.71,1665.5,34.74,163.0,L,Đêm,0
300.62,310.56,1720.6,40.18,186.4,H,Đêm,0
300.35,309.96,1519.3,39.31,31.9,M,Đêm,0
299.12,308.05,1611.7,66.84,83.5,L,Chiều,0
301.35,312.73,1335.7,51.25,92.9,L,Sáng,0
301.84,311.93,1416.2,37.89,225.4,L,Đêm,0
302.63,314.99,1796.9,51.65,227.6,L,Chiều,0
300.06,309.58,1416.7,62.47,100.6,L,Chiều,0
301.83,311.43,1660.6,38.63,67.1,M,Đêm,0
300.28,309.08,1563.4,38.31,92.4,M,Sáng,0
302.04,311.51,1893.7,45.12,202.7,L,Sáng,0
301.85,311.33,1635.9,40.57,16.9,L,Chiều,0
293.93,304.71,1337.8,30.99,34.8,H,Chiều,0
299.12,308.58,1786.5,42.22,11.1,M,Sáng,0
300.35,310.19,1583.4,33.67,216.5,L,Sáng,0
300.13,310.05,1437.2,37.27,251.9,L,Đêm,1
299.57,310.57,1490.1,47.9,55.0,H,Chiều,0
300.49,311.94,1748.0,37.72,249.8,L,Đêm,1
300.33,308.7,1502.9,43.34,178.0,L,Chiều,0
297.51,306.97,1667.0,45.13,74.6,L,Sáng,0
301.8,313.63,1516.4,47.13,216.8,L,Sáng,0
301.26,310.34,1304.3,39.09,221.4,M,Sáng,0
300.24,310.75,1273.5,48.34,199.0,H,Sáng,0
297.73,307.93,1792.4,51.88,46.8,L,Đêm,0
298.38,309.96,1782.0,40.23,99.3,M,Đêm,0
301.25,312.5,1497.0,31.54,116.3,L,Đêm,0
301.54,311.4,1180.0,30.13,103.3,L,Sáng,0
298.86,308.27,1363.4,46.55,13.2,M,Chiều,0
303.12,313.58,1427.0,40.95,37.0,M,Sáng,0
301.43,311.99,1642.3,43.12,28.8,L,Sáng,1
299.16,309.0,1631.5,33.58,123.6,H,Chiều,0
301.46,311.98,1336.1,37.24,19.6,L,Chiều,0
302.62,314.53,1677.5,34.17,169.8,H,Chiều,1
298.47,308.36,1623.7,38.26,134.1,L,Sáng,0
295.26,305.97,1796.6,41.64,134.1,H,Đêm,0
301.49,312.62,1504.3,44.76,16.6,L,Sáng,0
300.16,309.89,1358.7,22.78,159.4,L,Chiều,0
298.61,306.9,1722.4,38.64,190.5,M,Sáng,0
298.89,308.44,1714.5,62.65,38.0,L,Chiều,0
300.85,310.35,1419.5,33.55,59.2,L,Sáng,0
302.07,312.27,1517.6,24.42,241.5,L,Đêm,0
299.72,310.83,1688.2,35.79,174.3,M,Sáng,0
299.6,309.58,1180.0,40.18,163.3,L,Sáng,0
303.83,312.13,1530.1,51.09,37.1,L,Sáng,0
300.45,309.91,1450.2,42.93,215.5,L,Sáng,0
300.34,310.48,1563.5,45.14,14.7,L,Sáng,0
302.44,313.89,1226.3,36.47,242.0,L,Đêm,0
299.17,310.77,1240.0,36.84,74.4,L,Sáng,0
301.42,313.73,1568.1,37.35,29.6,H,Sáng,0
296.9,306.47,1508.2,42.49,215.5,M,Chiều,0
305.02,314.95,1593.4,19.52,16.1,L,Đêm,1
298.32,308.36,1782.3,37.04,94.5,L,Sáng,0
299.18,308.09,1598.5,39.09,19.1,L,Đêm,0
299.93,310.14,1391.3,46.15,115.6,M,Sáng,0
300.2,310.17,1656.2,44.33,178.3,L,Đêm,0
300.55,311.55,1784.2,25.97,60.2,M,Chiều,0
299.15,308.54,1395.3,61.21,198.6,L,Đêm,0
302.04,312.28,1643.4,41.35,224.7,L,Sáng,0
300.88,311.95,1683.1,46.43,118.0,L,Chiều,0
301.8,312.79,1533.4,31.22,124.3,H,Chiều,0
303.72,313.52,1616.1,50.69,90.2,L,Chiều,0
301.1,311.85,1791.2,33.57,177.8,M,Sáng,0
303.47,314.17,1576.7,45.09,60.1,L,Sáng,0
295.97,305.97,1599.4,36.64,116.3,H,Sáng,0
299.27,310.17,1365.9,32.46,192.6,L,Chiều,0
298.46,307.79,1420.7,39.59,171.8,L,Sáng,0
301.27,309.44,1418.9,36.93,103.1,L,Sáng,0
301.57,313.81,1711.8,44.67,16.7,L,Chiều,0
297.56,307.48,1273.3,19.81,232.6,L,Đêm,0
297.55,309.25,1390.3,45.52,229.2,H,Chiều,0
299.87,310.94,1383.4,40.26,34.1,L,Đêm,0
300.75,311.7,1359.1,43.42,122.3,M,Sáng,0
297.11,307.76,1354.1,47.56,123.3,M,Sáng,0
299.11,310.02,1368.9,42.98,112.0,M,Sáng,0
299.08,309.28,1540.4,26.23,38.0,L,Chiều,0
303.26,314.29,1315.0,19.95,110.4,L,Đêm,0
301.73,310.79,1591.1,45.81,143.2,M,Sáng,0
297.17,307.75,1227.6,47.02,161.8,L,Chiều,0
301.73,311.29,1791.6,48.62,189.8,L,Chiều,0
299.15,309.1,1535.2,17.81,74.6,L,Sáng,0
296.98,306.75,1557.8,39.38,147.4,L,Sáng,0
296.51,307.97,1744.9,39.74,151.7,M,Sáng,0
298.3,308.93,1442.8,41.07,212.6,L,Sáng,0
301.54,310.41,1439.4,35.0,102.6,L,Sáng,0
304.27,314.49,1283.1,50.19,216.3,M,Sáng,0
296.7,306.74,1444.2,42.29,18.4,L,Chiều,0
300.6,308.87,1861.8,61.22,21.9,L,Đêm,1
294.81,306.63,1594.5,32.06,208.0,M,Đêm,0
301.66,311.82,1373.8,47.62,38.8,M,Chiều,0
298.33,307.57,1584.9,48.18,147.4,M,Sáng,0
300.47,308.84,1566.9,43.17,219.8,M,Sáng,0
298.42,308.98,1672.9,34.89,112.5,L,Chiều,0
298.82,309.7,1507.3,33.5,97.5,M,Sáng,0
299.7,309.66,1544.9,39.24,6.6,L,Chiều,0
297.9,307.14,1430.4,24.82,117.9,H,Sáng,1
300.04,310.46,1492.9,33.08,227.7,L,Chiều,0
300.76,311.52,1763.2,48.51,88.8,H,Chiều,0
302.78,313.86,1641.9,38.61,126.4,H,Chiều,0
299.71,309.07,1442.1,31.22,180.2,M,Đêm,0
300.33,309.89,1443.1,45.37,238.9,M,Sáng,0
297.87,307.88,1640.1,17.85,239.1,M,Sáng,0
299.39,310.62,1589.1,29.54,192.7,M,Chiều,0
297.63,308.28,1598.5,26.32,92.0,M,Chiều,0
300.53,309.16,1554.8,41.29,171.9,M,Chiều,0
297.97,308.46,1437.9,38.6,7.2,M,Đêm,0
301.95,311.0,1422.6,56.69,183.8,H,Đêm,0
296.68,306.34,1387.5,24.12,155.9,M,Sáng,0
300.87,310.35,1707.1,38.49,95.2,L,Đêm,0
298.81,307.48,1368.9,43.04,81.7,L,Chiều,0
296.61,306.8,1326.4,23.54,80.9,M,Đêm,0
301.16,311.82,1931.3,40.32,83.7,M,Đêm,0
296.86,308.04,1194.6,33.63,16.7,H,Đêm,0
297.95,307.0,1578.9,45.89,17.4,L,Chiều,0
298.59,310.27,1180.0,41.4,174.6,H,Chiều,0
300.02,309.62,1465.2,25.77,141.7,L,Sáng,0
297.59,307.14,1338.7,44.67,239.6,L,Đêm,1
299.5,309.01,1608.4,26.72,97.0,L,Đêm,0
300.32,308.88,1255.8,29.35,52.9,H,Sáng,1
300.64,312.06,1436.1,23.85,111.0,M,Chiều,0
302.35,312.99,1441.9,39.52,20.7,M,Đêm,0
299.29,309.75,1470.4,37.55,219.9,M,Đêm,0
298.73,308.08,1499.3,38.29,125.3,H,Sáng,0
298.99,307.28,1222.4,32.51,228.3,H,Sáng,1
299.8,310.08,1711.8,33.92,53.8,L,Sáng,0
301.65,312.04,1675.9,45.88,201.8,L,Chiều,0
300.14,310.27,1569.5,29.35,203.5,L,Sáng,0
296.4,306.24,1514.2,34.03,34.6,L,Chiều,0
298.57,310.49,1783.5,50.89,167.6,M,Đêm,0
302.04,311.74,1868.3,35.88,183.9,M,Sáng,0
303.28,311.44,1613.7,46.86,61.6,H,Sáng,0
299.39,309.33,1850.0,37.12,18.8,M,Chiều,0
302.38,313.08,1578.1,34.96,189.1,M,Sáng,0
303.77,314.27,1504.7,54.42,234.1,L,Chiều,0
301.29,311.33,1432.7,35.13,157.8,H,Chiều,0
301.42,310.63,1779.0,43.17,64.2,H,Sáng,0
301.32,311.05,1929.1,41.55,125.2,L,Chiều,0
298.66,309.71,1565.5,32.54,126.0,L,Chiều,0
298.41,308.87,1252.0,37.62,222.0,L,Sáng,0
296.91,306.14,1387.5,24.89,100.9,M,Sáng,0
298.88,307.09,1587.9,23.11,67.7,M,Sáng,0
300.41,311.04,1396.9,41.28,143.3,L,Sáng,0
304.4,314.8,1732.1,53.13,205.6,L,Đêm,0
297.18,307.7,1449.9,39.03,75.8,M,Sáng,0
302.84,312.69,2132.3,30.99,172.4,L,Sáng,0
298.73,308.62,1421.5,46.03,112.3,L,Sáng,0
300.97,310.07,1535.1,32.12,165.8,L,Sáng,0
301.92,312.47,1545.2,34.25,140.4,H,Đêm,0
297.16,307.06,1609.2,54.86,3.4,L,Sáng,0
300.27,310.66,1643.0,42.42,120.8,H,Chiều,0
299.01,310.66,1324.0,41.02,121.8,L,Đêm,0
299.04,308.41,1594.7,26.38,149.5,L,Chiều,0
297.67,307.71,1675.5,58.98,58.7,L,Sáng,0
299.59,309.26,1565.6,29.6,240.9,H,Sáng,0
299.17,310.68,1851.2,44.94,29.3,H,Sáng,0
304.12,313.05,1448.5,39.78,159.4,M,Chiều,0
299.71,309.01,1311.3,29.44,187.8,H,Sáng,0
300.13,310.0,1209.5,40.16,121.7,M,Chiều,0
300.54,310.71,1575.4,32.37,223.3,L,Chiều,0
299.42,309.88,1629.4,37.2,119.4,L,Sáng,0
302.68,312.63,1889.1,37.72,95.1,L,Sáng,0
299.17,310.78,1618.0,47.98,59.8,M,Sáng,0
296.73,307.11,1839.1,50.42,122.5,L,Chiều,0
298.95,309.39,1469.1,7.63,91.8,L,Chiều,1
299.69,310.61,1399.3,39.89,234.4,M,Sáng,0
299.9,309.22,1539.0,27.87,108.9,M,Chiều,0
297.46,305.5,2055.8,21.61,225.7,L,Chiều,0
298.28,307.27,1883.0,36.78,82.6,H,Chiều,0
301.17,310.87,1364.0,43.56,62.6,L,Đêm,0
298.6,308.94,1618.1,35.48,52.2,L,Sáng,0
301.49,311.55,1676.7,43.01,12.3,L,Sáng,0
297.35,307.77,1180.0,36.1,165.7,L,Đêm,0
299.26,310.16,1557.3,44.25,91.9,L,Đêm,1
301.3,310.93,1509.5,49.61,162.2,H,Đêm,0
297.69,308.31,1545.0,42.39,67.4,L,Đêm,0
300.9,311.73,1180.0,21.83,42.1,L,Chiều,0
298.72,310.18,1586.4,47.12,168.5,L,Đêm,0
298.84,309.08,1409.8,38.43,106.3,M,Sáng,0
298.87,308.77,1445.2,44.42,124.4,L,Chiều,0
300.07,310.37,1502.2,44.38,201.1,M,Chiều,0
299.23,309.93,1658.8,25.91,50.6,M,Sáng,0
300.21,310.73,1865.2,44.55,138.3,M,Chiều,0
302.74,312.38,1501.0,38.72,162.2,H,Sáng,0
304.13,312.63,1240.5,43.4,111.7,L,Sáng,1
300.21,308.7,1834.5,52.07,24.5,L,Chiều,0
297.07,306.07,1350.9,26.97,93.3,H,Sáng,0
301.96,313.09,1524.8,42.76,49.2,M,Chiều,0
300.06,310.98,1418.9,39.31,249.2,L,Sáng,1
299.24,309.51,1668.6,54.54,73.7,L,Chiều,0
298.93,308.96,2033.7,56.77,21.0,L,Sáng,1
298.45,307.99,1779.5,50.61,219.5,H,Chiều,0
301.81,312.14,1700.2,53.2,184.3,L,Chiều,0
297.41,308.0,1594.3,33.48,189.1,L,Sáng,0
303.46,312.82,1426.2,27.4,111.4,L,Sáng,0
302.03,312.43,1180.0,44.44,200.3,M,Sáng,0
299.0,310.3,1588.7,45.16,87.3,L,Chiều,0
297.51,307.95,1854.0,47.02,231.2,L,Đêm,0
298.6,309.18,1558.2,40.34,241.6,M,Sáng,0
301.26,310.98,1246.1,55.27,115.8,L,Sáng,0
300.63,311.53,1640.0,46.14,14.7,M,Chiều,0
299.95,308.95,1778.1,56.64,7.7,H,Đêm,0
297.87,305.86,1180.0,36.7,193.6,M,Đêm,1
300.52,309.42,1248.7,50.76,146.2,L,Đêm,0
299.66,308.33,1647.8,35.78,194.6,L,Sáng,0
302.88,314.02,1337.5,55.15,211.2,L,Đêm,0
300.63,311.4,1374.0,47.58,243.6,M,Đêm,0
300.87,310.71,1331.6,49.26,162.8,M,Sáng,0
296.9,306.03,1510.5,30.41,164.8,L,Sáng,0
297.17,306.68,1389.7,33.64,237.3,L,Chiều,0
301.99,313.49,1649.2,32.0,140.7,H,Đêm,0
303.22,315.01,1452.0,44.26,129.9,L,Đêm,0
299.95,310.7,1484.9,29.47,103.6,M,Chiều,0
300.81,311.06,1590.9,40.75,139.1,L,Chiều,0
298.54,306.06,1418.2,43.43,68.8,L,Đêm,0
298.86,308.54,1574.3,25.36,123.2,M,Chiều,0
300.2,311.08,1619.6,34.91,40.3,L,Sáng,0
301.84,314.27,1433.7,49.89,186.2,L,Sáng,0
299.61,311.28,1325.7,44.08,50.2,L,Đêm,0
302.68,311.49,1479.5,33.78,208.0,L,Sáng,0
299.01,307.9,1180.0,40.78,80.7,H,Sáng,0
298.43,308.22,1543.1,32.99,182.5,M,Sáng,0
301.69,311.49,1272.0,60.48,124.8,L,Chiều,0
297.41,306.72,1436.1,22.57,165.7,L,Sáng,0
298.76,308.28,1505.9,43.1,2.7,H,Đêm,0
300.94,311.09,1452.4,27.12,167.7,L,Chiều,0
303.19,312.98,1768.1,48.57,72.8,L,Chiều,0
299.32,309.0,1513.0,46.15,247.2,L,Sáng,1
299.21,307.47,1451.6,40.03,237.1,H,Đêm,0
300.91,310.9,1762.6,36.27,112.4,H,Chiều,0
304.17,311.28,1180.0,42.5,153.4,L,Đêm,1
302.38,311.51,1740.8,25.64,106.5,L,Đêm,0
300.72,310.79,1479.6,59.15,173.3,L,Chiều,0
298.36,308.37,1525.2,15.2,105.2,M,Đêm,1
296.59,306.87,1737.3,51.8,249.2,L,Sáng,1
298.08,307.97,1717.5,30.63,177.1,M,Sáng,0
302.34,312.78,1448.5,41.52,150.4,H,Sáng,0
297.3,308.11,1398.2,25.43,104.2,M,Chiều,0
301.31,311.25,1558.4,38.29,52.8,L,Sáng,0
298.87,309.92,1493.3,48.45,114.4,H,Sáng,0
297.84,306.89,1507.2,21.75,84.6,M,Đêm,0
300.4,310.39,1338.4,44.69,122.6,L,Đêm,0
297.24,306.8,1791.8,41.33,133.0,M,Đêm,0
301.82,312.6,1248.7,36.86,200.6,M,Chiều,0
299.02,309.54,1486.0,35.95,89.6,L,Sáng,0
298.32,308.0,1445.3,38.0,106.6,H,Đêm,0
303.49,313.01,1729.3,62.25,178.6,L,Sáng,0
299.06,307.51,1606.4,32.99,69.0,M,Chiều,0
298.73,309.51,1827.5,25.42,139.9,H,Chiều,0
303.12,312.59,1834.9,50.77,67.1,L,Đêm,0
300.51,309.84,1586.6,61.6,43.8,H,Sáng,0
303.33,311.43,1458.2,38.16,74.0,L,Đêm,0
302.51,312.81,1710.7,29.46,84.0,H,Chiều,0
299.49,308.68,1544.6,63.04,89.9,L,Đêm,0
300.87,311.47,1568.4,37.28,94.0,M,Chiều,1
302.54,311.63,1361.2,24.52,243.1,H,Sáng,0
297.79,307.87,1330.8,36.22,187.9,L,Chiều,0
299.89,310.71,1885.5,30.19,69.8,M,Chiều,0
298.05,308.35,1393.3,48.61,105.6,L,Đêm,0
297.86,306.58,1635.9,24.23,199.7,H,Sáng,0
298.82,308.67,1517.3,30.92,151.3,M,Đêm,0
298.33,308.82,1562.5,40.82,19.5,M,Chiều,0
298.14,308.55,1827.1,20.7,232.0,H,Chiều,0
298.27,308.89,1589.4,55.79,42.5,M,Đêm,0
303.08,311.04,1374.2,39.93,199.4,H,Chiều,1
298.74,307.77,1249.1,48.43,172.2,L,Sáng,0
299.26,309.76,1674.9,48.67,142.9,L,Đêm,0
301.3,310.67,1738.9,44.84,48.6,L,Chiều,0
299.75,310.56,1569.1,36.13,197.3,L,Đêm,0
298.29,307.03,1570.4,34.08,19.7,L,Đêm,0
301.86,310.99,1484.4,60.93,36.7,M,Sáng,0
301.77,313.18,1720.6,38.46,184.1,L,Sáng,0
298.09,307.48,1389.8,66.84,55.7,L,Sáng,0
298.74,307.19,1787.9,52.99,226.4,L,Đêm,0
303.36,312.3,1642.6,36.53,91.9,H,Đêm,0
301.27,311.78,1521.7,44.33,30.4,L,Chiều,0
299.75,310.01,1424.4,27.73,146.0,L,Đêm,0
298.14,308.54,1382.3,44.13,94.7,M,Đêm,1
297.07,306.16,1634.5,56.81,150.1,H,Chiều,0
300.01,308.88,1449.7,49.35,0.9,L,Chiều,0
300.64,310.22,1495.6,50.47,30.1,L,Đêm,0
298.78,307.79,1515.1,37.91,14.2,L,Sáng,0
300.76,312.79,1415.3,49.13,124.5,H,Sáng,0
300.05,310.04,1446.0,37.13,25.6,H,Sáng,0
298.41,308.21,1674.0,38.86,227.7,L,Sáng,0
296.8,307.03,1180.0,48.69,66.3,L,Chiều,0
297.48,309.94,1514.4,35.91,23.0,L,Chiều,0
298.6,309.49,1633.8,52.32,234.2,M,Đêm,0
297.04,306.64,1632.8,24.71,155.6,H,Chiều,0
296.81,306.12,1580.8,31.7,158.5,L,Chiều,0
301.82,310.4,1606.5,36.85,6.6,L,Đêm,0
298.4,308.49,1532.8,32.16,2.6,H,Sáng,0
301.51,311.79,1789.0,35.28,22.9,L,Đêm,0
301.55,311.48,1794.3,51.26,81.1,L,Đêm,0
297.34,305.62,1604.2,39.5,219.9,H,Chiều,0
303.37,315.24,1203.3,51.2,51.6,M,Sáng,0
295.85,305.79,1605.8,38.41,240.6,M,Chiều,0
300.93,309.66,1645.0,43.96,21.1,M,Đêm,0
302.38,311.14,1201.3,35.9,248.7,L,Sáng,1
301.41,311.29,1591.4,43.17,159.6,H,Chiều,0
301.98,312.4,1528.0,35.93,196.7,L,Sáng,0
298.24,308.83,1218.1,40.44,238.6,L,Chiều,0
299.54,311.08,1699.7,39.3,190.5,L,Chiều,0
301.04,311.58,1565.1,37.39,138.3,L,Sáng,0
296.95,306.17,1477.2,44.25,206.3,M,Chiều,0
296.56,306.83,1300.1,45.91,114.5,L,Sáng,0
302.0,312.11,1607.5,39.43,108.1,L,Chiều,0
301.47,312.09,1624.3,23.66,243.1,H,Chiều,0
297.77,306.05,1786.3,47.45,201.0,L,Chiều,0
302.69,311.31,1473.1,36.82,136.3,L,Đêm,0
301.46,312.52,1398.2,63.79,5.2,M,Sáng,0
301.65,310.08,1702.5,47.16,117.5,L,Đêm,0
301.71,312.95,1418.7,26.0,172.8,H,Đêm,0
298.72,308.65,1659.7,42.89,119.2,H,Sáng,0
300.86,310.14,1244.4,36.35,135.0,H,Đêm,0
299.98,308.8,1720.6,12.02,149.9,L,Chiều,1
303.82,314.1,1410.0,44.94,26.2,L,Sáng,0
300.83,308.57,1428.2,46.38,223.7,L,Chiều,0
301.68,311.05,1377.5,40.55,155.4,M,Chiều,0
301.44,310.81,1211.6,37.46,115.6,H,Sáng,0
301.43,311.54,1646.3,40.18,89.3,M,Đêm,0
300.5,310.48,1617.7,30.13,133.3,H,Chiều,0
300.51,309.88,1718.9,32.16,16.9,L,Chiều,0
298.01,308.8,1779.0,17.3,182.5,M,Chiều,0
298.47,307.51,1391.6,40.98,218.7,L,Chiều,0
300.7,310.52,1391.3,38.79,85.4,M,Chiều,0
302.44,311.84,1886.5,39.36,71.6,H,Sáng,0
302.03,312.57,1309.2,42.27,193.2,M,Sáng,0
301.45,312.72,1437.6,48.18,124.5,M,Sáng,0
303.04,312.88,1403.9,26.33,235.6,L,Đêm,0
297.15,307.92,1613.1,43.28,159.7,L,Sáng,0
301.93,311.19,1180.0,31.05,211.0,L,Đêm,0
303.24,314.28,1833.2,41.2,94.7,M,Chiều,0
297.97,308.52,1549.3,24.08,108.5,M,Sáng,0
299.71,307.58,1419.2,22.23,33.9,L,Chiều,0
301.46,311.96,1346.7,33.2,74.5,L,Sáng,0
300.86,310.77,1685.7,40.99,18.5,M,Chiều,1
302.41,313.86,1738.8,23.46,236.0,M,Sáng,0
297.77,308.5,1456.6,30.98,205.5,M,Đêm,0
298.91,307.62,1986.0,46.51,181.7,M,Chiều,0
298.89,307.46,1513.6,38.31,97.7,L,Đêm,0
297.52,306.16,1655.6,16.4,159.9,H,Đêm,0
298.53,308.83,1400.7,37.78,202.8,M,Đêm,0
300.23,309.93,1375.8,44.03,145.8,M,Sáng,0
296.57,306.05,1218.8,39.4,229.8,M,Sáng,0
301.87,312.72,1323.2,34.41,42.4,M,Sáng,0
299.6,312.13,1797.3,33.1,138.7,L,Chiều,0
298.72,309.08,1676.0,42.17,219.1,M,Sáng,0
301.04,311.55,1885.4,39.76,102.3,L,Đêm,0
300.37,310.06,1514.5,42.37,118.2,H,Sáng,0
303.59,312.96,1378.1,49.78,154.3,M,Sáng,0
300.32,310.43,1498.1,33.94,199.8,M,Sáng,0
300.56,311.59,1413.4,33.63,237.8,L,Đêm,0
301.21,310.87,1406.2,36.83,175.5,L,Chiều,0
302.52,312.83,1608.6,38.07,28.7,L,Sáng,0
301.96,312.89,1281.0,37.81,116.2,L,Sáng,0
299.65,309.47,1382.7,16.92,244.5,L,Đêm,1
298.68,308.16,1470.4,34.22,229.8,H,Sáng,0
297.59,306.41,1601.4,48.46,104.7,M,Sáng,0
297.61,308.82,1538.3,15.94,98.8,L,Đêm,1
298.49,309.08,1400.8,50.27,21.5,M,Sáng,0
298.85,310.1,1375.9,30.12,54.8,M,Đêm,0
296.52,306.82,1260.2,27.98,159.2,L,Chiều,0
300.89,309.82,1893.8,36.64,32.4,H,Sáng,0
300.19,309.47,1557.5,29.58,241.0,L,Sáng,0
298.56,306.86,1220.4,47.4,224.1,L,Sáng,1
300.39,311.1,1518.4,29.4,16.1,M,Chiều,0
302.03,312.43,1558.7,25.16,134.9,L,Sáng,0
302.58,312.29,1409.0,31.61,128.6,L,Sáng,0
298.63,308.84,1552.7,44.85,55.1,L,Chiều,0
300.09,311.27,1581.1,40.33,41.5,M,Đêm,0
301.51,312.37,1376.8,29.36,176.5,L,Sáng,0
301.13,308.99,1385.3,32.6,138.3,M,Sáng,0
302.24,312.0,1598.3,29.49,203.0,L,Sáng,0
296.63,305.2,1573.4,46.91,230.0,L,Đêm,0
298.61,310.92,1377.7,48.99,167.2,M,Sáng,0
302.46,312.31,1532.1,51.1,121.1,L,Sáng,0
297.42,307.99,1705.5,32.63,247.2,M,Đêm,0
299.49,310.92,1525.7,37.45,224.6,L,Chiều,0
303.16,314.37,1527.0,37.22,153.8,L,Sáng,0
299.83,308.58,1866.3,48.0,179.1,M,Sáng,1
303.94,314.22,1934.1,40.71,123.4,L,Chiều,0
299.73,308.61,1859.9,43.5,148.3,L,Đêm,0
302.85,311.61,1431.7,46.86,183.1,M,Chiều,0
300.9,308.86,1318.9,29.63,223.1,L,Sáng,0
299.49,309.58,1231.1,28.38,206.2,M,Sáng,0
300.97,311.13,1453.5,42.26,249.9,L,Chiều,1
300.64,310.99,1590.8,42.32,57.3,L,Sáng,0
302.13,312.48,1247.8,55.82,230.2,M,Đêm,0
299.87,309.27,1553.2,56.94,11.4,H,Chiều,0
302.41,311.49,1561.7,37.0,84.1,M,Đêm,0
297.37,306.6,1647.8,35.36,133.7,L,Đêm,0
297.82,307.23,1912.9,44.25,11.5,M,Sáng,0
299.89,310.37,1275.6,32.97,215.2,H,Sáng,0
301.62,313.46,1376.4,25.23,124.0,H,Chiều,0
302.42,313.09,1443.2,35.46,224.7,L,Sáng,0
298.64,308.55,1328.8,37.78,37.4,L,Đêm,0
305.08,314.16,1810.0,59.83,131.5,L,Chiều,0
298.45,309.61,1458.6,21.74,28.1,M,Đêm,0
300.98,312.27,1556.5,36.21,169.4,M,Sáng,0
302.38,311.25,1438.2,28.96,190.9,M,Đêm,1
304.07,313.58,1613.8,44.77,112.1,M,Chiều,0
297.19,309.17,1548.6,39.73,230.4,L,Đêm,0
300.63,310.42,1497.9,52.69,105.5,L,Chiều,0
301.98,311.43,1522.1,46.98,62.2,L,Sáng,0
296.73,307.19,1787.4,28.82,60.9,M,Chiều,0
297.48,307.09,1552.3,47.62,235.0,L,Đêm,0
300.15,311.62,1437.1,31.63,83.0,M,Chiều,0
296.94,308.43,1391.0,35.26,104.6,L,Chiều,0
304.66,316.15,1489.7,35.86,158.6,M,Sáng,0
300.54,310.96,1480.1,25.78,6.2,M,Đêm,0
303.35,314.32,1613.9,50.82,52.7,H,Chiều,0
301.11,310.49,1707.5,42.23,29.9,M,Chiều,0
300.7,310.68,1431.5,43.4,246.4,M,Đêm,1
296.97,307.21,1682.9,31.88,234.3,L,Chiều,0
299.16,310.23,1480.3,30.62,104.1,M,Sáng,0
297.84,308.81,1471.0,36.87,63.0,L,Chiều,0
298.97,309.12,1428.1,24.78,163.6,L,Đêm,0
296.99,306.79,1925.3,45.96,180.8,L,Sáng,0
299.07,309.85,1675.9,37.17,52.5,H,Đêm,0
300.44,311.02,1214.8,34.54,44.1,M,Chiều,0
300.89,309.73,1738.5,40.73,173.8,M,Sáng,0
300.77,310.19,1653.4,44.35,12.0,H,Sáng,0
299.53,309.28,1563.2,40.82,119.9,L,Đêm,0
302.88,310.41,1760.7,34.42,126.2,L,Đêm,0
294.27,304.25,2043.9,36.44,15.1,H,Sáng,0
300.05,308.82,1610.9,12.73,89.6,L,Chiều,1
298.8,311.41,1384.2,34.72,233.9,M,Sáng,0
299.85,308.92,1812.3,45.62,217.0,H,Chiều,0
297.05,307.67,1616.9,39.38,72.4,L,Đêm,0
297.7,306.21,1663.8,35.18,217.5,M,Chiều,0
300.03,309.91,1886.5,37.45,93.2,M,Đêm,0
300.92,310.63,1417.9,66.17,179.0,L,Sáng,0
299.81,308.04,1778.2,56.48,47.6,M,Đêm,0
302.29,310.86,1657.7,48.74,127.7,H,Đêm,0
300.1,309.56,1567.1,38.77,222.1,H,Chiều,0
300.08,310.38,1392.9,16.65,206.8,H,Sáng,0
